ts,Source Port,Destination Port,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,urg_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,max_duration,min_duration,sum_duration,average_duration,std_duration,CoAP,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,MAC,Magnitue,Radius,Covariance,Variance,Weight,DS status,Fragments,Sequence number,Protocol Version,flow_idle_time,flow_active_time
1723818585.309967,0.0,0.0,0.0,0.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,172381858.5309987,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3100312,2220.5,2220.4,0.0,156.8,6.0,64.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,517145575.5930165,517145575.5930165,517145575.5930165,517145575.5930165,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22480.2,938.8,1514.0,1461.1308152734778,162.78926143187573,1230.8,172381858.53101477,13.5,546328.0,54.02905801706783,231.59989755019924,68055.16220929303,0.4,244.6,0.0,0.0,0.0,0.0,344763717.0620097,0.0
1723818585.3100955,0.0,0.0,0.0,0.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.310067,1723818585.310067,1723818585.310067,1723818585.310067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,5.817413330078125e-06,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3101673,0.0,0.0,0.0,0.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.310067,1723818585.310067,1723818585.310067,1723818585.310067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23467.0,1514.0,1514.0,1514.0,0.0,1514.0,172381858.53102776,13.5,546328.0,55.02726596879042,0.0,0.0,0.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3102207,2220.6,2220.5,1.461505889892578e-05,308.2,6.0,64.0,6842.25774877651,6842.25774877651,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,1723818585.3101432,1723818585.3100846,2413346019.4341702,1723818585.310114,2.9230156691558003e-05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7322.6,784.0,1514.0,1390.7728571428572,269.3647492094254,1230.8,4.315376281738282e-06,5.5,546328.0,52.68394780651355,380.9392815571968,145839.0821564626,0.5,38.5,0.0,0.0,0.0,0.0,172381858.53103912,1.461505889892578e-05
1723818585.310295,0.0,0.0,0.0,0.0,6.0,64.0,13684.51549755302,13684.51549755302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.310245,1723818585.310245,1723818585.310245,1723818585.310245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20635.0,54.0,1514.0,1324.603938620719,479.3156229029725,1514.0,172381858.5310411,13.5,546328.0,51.451267751599325,679.235770791233,232073.22959909355,1.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.310348,0.0,0.0,0.0,0.0,6.0,64.0,13684.51549755302,13684.51549755302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.310245,1723818585.310245,1723818585.310245,1723818585.310245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,3.409385681152344e-06,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3104076,8.0,2212.6,1.5687942504882812e-05,156.8,6.0,64.0,13216.579937226355,13216.579937226355,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1723818585.3103232,1723818585.310245,2585727877.965446,1723818585.310284,3.921985626220703e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22599.8,784.0,1514.0,1466.3314430684554,178.24100737566033,1230.8,172381858.5310492,13.5,546328.0,54.26815676554365,238.06810370993983,56732.36332098206,0.5,244.6,0.0,0.0,0.0,0.0,1.5687942504882812e-05,1.5687942504882812e-05
1723818585.3104775,2212.7,8.0,0.0,151.4,6.0,64.0,12748.644376899696,12748.644376899696,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1723818585.310454,1723818585.310454,1723818585.310454,1723818585.310454,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,9.107589721679688e-06,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,172381858.53104538,0.0
1723818585.310545,0.0,0.0,0.0,0.0,6.0,64.0,12748.644376899696,12748.644376899696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.310454,1723818585.310454,1723818585.310454,1723818585.310454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23467.0,1514.0,1514.0,1514.0,0.0,1514.0,172381858.53105968,13.5,546328.0,55.02726596879042,0.0,0.0,0.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.310606,8.0,2212.7,1.4400482177734376e-05,156.8,6.0,64.0,13318.534108979647,13318.534108979647,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1723818585.310526,1723818585.310454,2585727877.9657526,1723818585.3104897,3.600120544433594e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7597.0,784.0,1514.0,1419.7373015873015,243.46867972875225,1368.0,6.890296936035156e-06,5.5,546328.0,53.25512930135,344.31670888547285,119258.39455152434,0.5,38.5,0.0,0.0,0.0,0.0,1.4400482177734376e-05,1.4400482177734376e-05
1723818585.3106754,2212.8,8.0,0.0,151.4,6.0,64.0,13888.423841059604,13888.423841059604,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1723818585.310658,1723818585.310658,1723818585.310658,1723818585.310658,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22007.0,54.0,1514.0,1416.3593751363874,362.8065792164402,1514.0,172381858.5310775,13.5,546328.0,53.21494557822624,514.1910257822996,133169.0212581276,1.0,244.6,0.0,0.0,0.0,0.0,172381858.5310658,0.0
1723818585.3107443,0.0,0.0,0.0,0.0,6.0,64.0,13888.423841059604,13888.423841059604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.310658,1723818585.310658,1723818585.310658,1723818585.310658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,7.414817810058594e-06,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3108058,8.0,2212.8,1.399517059326172e-05,156.8,6.0,64.0,14089.533896679715,14089.533896679715,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1723818585.310728,1723818585.310658,2585727877.966057,1723818585.310693,3.4987977253683706e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22737.0,784.0,1514.0,1473.191443068455,167.55818857803,1368.0,172381858.53108668,13.5,546328.0,54.26815676554365,238.06810370993983,56732.36332098206,0.5,244.6,0.0,0.0,0.0,0.0,1.399517059326172e-05,1.399517059326172e-05
1723818585.3108735,2212.9,8.0,0.0,151.4,6.0,64.0,14290.64395229983,14290.64395229983,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1723818585.3108609,1723818585.3108468,1896200443.8419263,1723818585.310854,6.9975954507367416e-06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6955.0,142.0,1376.8,1112.1455555555556,476.3598981492984,1376.8,7.104873657226563e-06,5.5,546328.0,46.022197633944586,673.674628533404,259618.499691358,0.9,38.5,0.0,0.0,0.0,0.0,172381858.5310868,0.0
1723818585.310944,0.0,0.0,0.0,0.0,6.0,64.0,14290.64395229983,14290.64395229983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.310868,1723818585.310868,1723818585.310868,1723818585.310868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22095.0,142.0,1514.0,1422.2445634843311,340.9387854006547,1514.0,172381858.5311035,13.5,546328.0,53.3259937268749,483.1986899817226,117599.56601236598,1.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3110137,8.0,2212.9,1.4090538024902344e-05,156.8,6.0,64.0,14242.283059060235,14242.283059060235,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1723818585.3109384,1723818585.310868,2585727877.9663725,1723818585.310903,3.52263954891612e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7597.0,784.0,1514.0,1419.7373015873015,243.46867972875225,1368.0,7.295608520507813e-06,5.5,546328.0,53.25512930135,344.31670888547285,119258.39455152434,0.5,38.5,0.0,0.0,0.0,0.0,1.4090538024902344e-05,1.4090538024902344e-05
1723818585.3110783,2213.0,8.0,0.0,151.4,6.0,64.0,14193.922165820642,14193.922165820642,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1723818585.311056,1723818585.311028,2068582302.37323,1723818585.311042,1.409055819566448e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20772.2,54.0,1514.0,1337.076665893446,466.6410989088778,1376.8,172381858.5311197,13.5,546328.0,51.69418618625074,661.3112870621611,219827.2791858704,1.0,244.6,0.0,0.0,0.0,0.0,172381858.5311068,0.0
1723818585.311158,0.0,0.0,0.0,0.0,6.0,64.0,14193.922165820642,14193.922165820642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.311068,1723818585.311068,1723818585.311068,1723818585.311068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,4.291534423828125e-06,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3112175,8.0,2213.0,1.559257507324219e-05,156.8,6.0,64.0,13783.73083717537,13783.73083717537,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1723818585.3111148,1723818585.311068,2240964160.904435,1723818585.3110917,2.338886260986328e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23029.0,1076.0,1514.0,1490.9046783625731,97.86427436741673,1368.0,172381858.5311327,13.5,546328.0,54.59491131107804,139.5060250184236,32441.27389624158,0.3,244.6,0.0,0.0,0.0,0.0,1.559257507324219e-05,1.559257507324219e-05
1723818585.3112843,2213.1,8.0,0.0,151.4,6.0,64.0,12826.61773700306,12826.61773700306,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1723818585.3112645,1723818585.3112175,2240964160.9045854,1723818585.3112411,2.338886260986328e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7229.4,416.4,1514.0,1317.9455555555555,407.7598981492983,1376.8,6.103515625e-06,5.5,546328.0,51.27302288319224,576.6595781546096,212558.89969135803,0.8,38.5,0.0,0.0,0.0,0.0,172381858.5311282,0.0
1723818585.3113472,0.0,0.0,0.0,0.0,6.0,64.0,12826.61773700306,12826.61773700306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.311282,1723818585.311282,1723818585.311282,1723818585.311282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22095.0,142.0,1514.0,1422.2445634843311,340.9387854006547,1514.0,172381858.5311447,13.5,546328.0,53.3259937268749,483.1986899817226,117599.56601236598,1.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3114123,8.0,2213.1,1.41143798828125e-05,156.8,6.0,64.0,13095.283378791635,13095.283378791635,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1723818585.3113103,1723818585.311282,2068582302.3735664,1723818585.311296,1.41143798828125e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8035.0,1222.0,1514.0,1483.1777777777777,89.68337335699376,1368.0,6.794929504394531e-06,5.5,546328.0,54.45206413929193,126.83144292083044,40237.239506172846,0.2,38.5,0.0,0.0,0.0,0.0,1.41143798828125e-05,1.41143798828125e-05
1723818585.3114738,2213.2,8.0,0.0,151.4,6.0,64.0,14169.945945945949,14169.945945945949,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1723818585.311459,1723818585.3114026,2413346019.4359717,1723818585.3114307,2.8228759765625e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21046.6,54.0,1514.0,1359.0638453806257,441.97753254957087,1376.8,172381858.5311549,13.5,546328.0,52.11871923540832,626.4317370203404,197234.58405109067,1.0,244.6,0.0,0.0,0.0,0.0,172381858.53114828,0.0
1723818585.3115413,0.0,0.0,0.0,0.0,6.0,64.0,14169.945945945949,14169.945945945949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.311483,1723818585.311483,1723818585.311483,1723818585.311483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,5.698204040527343e-06,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3116317,8.0,2213.2,1.749992370605469e-05,156.8,6.0,64.0,13895.81347669195,13895.81347669195,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1723818585.3115003,1723818585.311483,1896200443.8426487,1723818585.3114915,8.749961853027344e-06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23321.0,1368.0,1514.0,1506.7,31.819962287846916,1368.0,172381858.5311737,13.5,546328.0,55.02726596879042,0.0,0.0,0.0,244.6,0.0,0.0,0.0,0.0,1.749992370605469e-05,1.749992370605469e-05
1723818585.3117115,2213.3,8.0,0.0,151.4,6.0,64.0,11428.621253405992,11428.621253405992,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1723818585.3116927,1723818585.3116057,2585727877.967435,1723818585.311649,4.374980926513672e-05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7503.8,690.8,1514.0,1397.9788888888888,283.67385519715623,1376.8,7.200241088867187e-06,5.5,546328.0,52.8419540884427,401.1754133104799,135433.44413580248,0.6,38.5,0.0,0.0,0.0,0.0,172381858.5311728,0.0
1723818585.3117702,0.0,0.0,0.0,0.0,6.0,64.0,11428.621253405992,11428.621253405992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.311728,1723818585.311728,1723818585.311728,1723818585.311728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22095.0,142.0,1514.0,1422.2445634843311,340.9387854006547,1514.0,172381858.53118572,13.5,546328.0,53.3259937268749,483.1986899817226,117599.56601236598,1.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.311831,0.0,0.0,0.0,0.0,6.0,64.0,11428.621253405992,11428.621253405992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.311728,1723818585.311728,1723818585.311728,1723818585.311728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,7.605552673339843e-06,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.3118873,2221.4,2221.3,1.5091896057128906e-05,308.2,6.0,64.0,12340.38329652922,12340.38329652922,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,1723818585.3118088,1723818585.3117936,1896200443.8429816,1723818585.3118012,7.545957444774183e-06,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21913.8,646.8,1514.0,1425.6959133126934,257.2332531571748,1230.8,172381858.5311984,13.5,546328.0,53.36571092907485,365.1638715327696,112137.2772250562,0.6,244.6,0.0,0.0,0.0,0.0,172381858.53120428,1.5091896057128906e-05
1723818585.3119493,0.0,0.0,0.0,0.0,6.0,64.0,13252.145339652448,13252.145339652448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.311892,1723818585.311892,1723818585.311892,1723818585.311892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8327.0,1514.0,1514.0,1514.0,0.0,1514.0,6.103515625e-06,5.5,546328.0,55.02726596879042,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
1723818585.312014,0.0,0.0,0.0,0.0,6.0,64.0,13252.145339652448,13252.145339652448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723818585.311892,1723818585.311892,1723818585.311892,1723818585.311892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23467.0,1514.0,1514.0,1514.0,0.0,1514.0,172381858.5312102,13.5,546328.0,55.02726596879042,0.0,0.0,0.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0
